File ID,Order ID,Supplier,Plant,Part No,Due Date,Order Qty,Pakage No,Pakage Qty,Route&Qty,Uploaded By,Uploaded Date
AD20103001,20200611A005,AUN,Metal,RR MEMB PIPE LH R/C,11/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200615A004,AUN,Metal,RR MEMB PIPE LH R/C,15/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200617A004,AUN,Metal,RR MEMB PIPE LH R/C,17/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200618A002,AUN,Metal,RR MEMB PIPE LH R/C,18/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200619A005,AUN,Metal,RR MEMB PIPE LH R/C,19/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200601A004,AUN,Metal,RR MEMB PIPE LH R/C,01/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200603A004,AUN,Foam,ASM HR FRAME CTR,03/06/2020,900,packagesNo,90.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200604A066,AUN,Foam,ASM HR FRAME CTR,04/06/2020,300,packagesNo,30.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200605A037,AUN,Foam,ASM HR FRAME CTR,05/06/2020,300,packagesNo,30.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200608A071,AUN,Foam,ASM HR FRAME CTR,08/06/2020,300,packagesNo,30.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200609A068,AUN,Foam,ASM HR FRAME CTR,09/06/2020,300,packagesNo,30.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200610A071,AUN,Foam,ASM HR FRAME CTR,10/06/2020,600,packagesNo,60.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200611A068,AUN,Foam,ASM HR FRAME CTR,11/06/2020,600,packagesNo,60.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200616A061,AUN,Foam,ASM HR FRAME CTR,16/06/2020,900,packagesNo,90.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200617A057,AUN,Foam,ASM HR FRAME CTR,17/06/2020,300,packagesNo,30.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200618A054,AUN,Foam,ASM HR FRAME CTR,18/06/2020,600,packagesNo,60.00,routeCode10/10/2020-2,Batman,30/10/2020
AD20103001,20200601A025,SPV,JIT-Rayong,PIVOT COVER OB RH ,01/06/2020,60,packagesNo,6.00,SPV-JIT-Rayong-1,Batman,30/10/2020
AD20103001,20200602A086,SPV,JIT-Rayong,PIVOT COVER OB RH ,02/06/2020,360,packagesNo,36.00,SPV-JIT-Rayong-1,Batman,30/10/2020
AD20103001,20200604A089,SPV,JIT-Rayong,PIVOT COVER OB RH ,04/06/2020,120,packagesNo,12.00,SPV-JIT-Rayong-1,Batman,30/10/2020
AD20103001,20200605A090,SPV,JIT-Rayong,PIVOT COVER OB RH ,05/06/2020,180,packagesNo,18.00,SPV-JIT-Rayong-1,Batman,30/10/2020
AD20103001,20200608A135,SPV,JIT-Rayong,PIVOT COVER OB RH ,08/06/2020,180,packagesNo,18.00,SPV-JIT-Rayong-1,Batman,30/10/2020
AD20103001,20200609A087,SPV,JIT-Rayong,PIVOT COVER OB RH ,09/06/2020,150,packagesNo,15.00,SPV-JIT-Rayong-1,Batman,30/10/2020
AD20103001,20200615A136,SPV,JIT-Rayong,PIVOT COVER OB RH ,15/06/2020,60,packagesNo,6.00,SPV-JIT-Rayong-1,Batman,30/10/2020
AD20103001,20200601A003,AUN,Metal,MAIN PIPE RH R/C,01/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200611A004,AUN,Metal,MAIN PIPE RH R/C,11/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200604A004,AUN,Metal,MAIN PIPE RH R/C,04/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200602A002,AUN,Metal,RR MEMB PIPE LH R/C,02/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
