File ID,Order ID,Supplier,Plant,Part No,Due Date,Order Qty,Pakage No,Pakage Qty,Route&Qty,Uploaded By,Uploaded Date
AD20103001,20200615A004,AUN,Metal,RR MEMB PIPE LH R/C,15/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200611A005,AUN,Metal,RR MEMB PIPE LH R/C,11/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200610A002,AUN,Metal,RR MEMB PIPE LH R/C,10/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200609A005,AUN,Metal,RR MEMB PIPE LH R/C,09/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200608A005,AUN,Metal,RR MEMB PIPE LH R/C,08/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200619A001,AUN,Metal,UPR CROSS TUBE,19/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200618A001,AUN,Metal,UPR CROSS TUBE,18/06/2020,45,packagesNo,5.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200617A001,AUN,Metal,UPR CROSS TUBE,17/06/2020,45,packagesNo,5.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200616A001,AUN,Metal,UPR CROSS TUBE,16/06/2020,40,packagesNo,4.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200615A001,AUN,Metal,UPR CROSS TUBE,15/06/2020,79,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200613A001,AUN,Metal,UPR CROSS TUBE,13/06/2020,78,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200612A001,AUN,Metal,UPR CROSS TUBE,12/06/2020,77,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200611A001,AUN,Metal,UPR CROSS TUBE,11/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200610A001,AUN,Metal,UPR CROSS TUBE,10/06/2020,800,packagesNo,80.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200609A001,AUN,Metal,UPR CROSS TUBE,09/06/2020,300,packagesNo,30.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200608A001,AUN,Metal,UPR CROSS TUBE,08/06/2020,300,packagesNo,30.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200606A001,AUN,Metal,UPR CROSS TUBE,06/06/2020,111,packagesNo,12.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200605A001,AUN,Metal,UPR CROSS TUBE,05/06/2020,1,packagesNo,1.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200604A001,AUN,Metal,UPR CROSS TUBE,04/06/2020,1500,packagesNo,150.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200603A001,AUN,Metal,UPR CROSS TUBE,03/06/2020,450,packagesNo,45.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200602A001,AUN,Metal,UPR CROSS TUBE,02/06/2020,10,packagesNo,1.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200601A001,AUN,Metal,UPR CROSS TUBE,01/06/2020,50,packagesNo,5.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200619A006,AUN,Metal,MAIN PIPE LH R/C,19/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200618A003,AUN,Metal,MAIN PIPE LH R/C,18/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200617A005,AUN,Metal,MAIN PIPE LH R/C,17/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200615A005,AUN,Metal,MAIN PIPE LH R/C,15/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200611A006,AUN,Metal,MAIN PIPE LH R/C,11/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200610A003,AUN,Metal,MAIN PIPE LH R/C,10/06/2020,75,packagesNo,8.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200609A006,AUN,Metal,MAIN PIPE LH R/C,09/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200608A006,AUN,Metal,MAIN PIPE LH R/C,08/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200602A003,AUN,Metal,MAIN PIPE LH R/C,02/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200601A005,AUN,Metal,MAIN PIPE LH R/C,01/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,30/10/2020
AD20103001,20200604A004,AUN,Metal,MAIN PIPE RH R/C,04/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200611A004,AUN,Metal,MAIN PIPE RH R/C,11/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200601A003,AUN,Metal,MAIN PIPE RH R/C,01/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200619A004,AUN,Metal,MAIN PIPE RH R/C,19/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200617A003,AUN,Metal,MAIN PIPE RH R/C,17/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200615A003,AUN,Metal,MAIN PIPE RH R/C,15/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200609A004,AUN,Metal,MAIN PIPE RH R/C,09/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200608A004,AUN,Metal,MAIN PIPE RH R/C,08/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
AD20103001,20200605A004,AUN,Metal,MAIN PIPE RH R/C,05/06/2020,150,packagesNo,15.00,Aun-metal-1,Batman,09/11/2020
