Project Code,status,Supplier Code,Part Number,Part Name,Package No,Package Volume,Part Weight,Remark,Update By,Update Date
AD-MR-IB,Draft,SPV,1798915,HOOK ASSEMBLY ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1798472-A06,HANDLE ASM SIDE REL LH RIVER ROCK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1863842,COVER CARGO HOOK ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1848595-YYW,CAP SIDEMEMBER BLACK ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,2095438-ZHE,CAP RECLINER LEVER RH RAP EBONY,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1979993-ZHE,CAP RECLINER LEVER RH EBONY,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1979993-A06,CAP RECLINER LEVER RH RIVER ROCK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,2095439-ZHE,CAP RECLINER LEVER LH RAP EBONY,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1979994-ZHE,CAP RECLINER LEVER LH EBONY,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1979994-A06,CAP RECLINER LEVER LH RIVER ROCK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1799778,ASSM BEZEL H/R GUIDE ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1799773,ASSM BEZEL H/R GUIDE ACTIVE,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1920035-A06,ASM SIDE VALANCE LH RIVER ROCK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1798882-YYW,ASM BEZEL NON LOCKING BLACK,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,1798477-YYW,ASM BEZEL LOCKING BLACK ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,SPV,2690907XA,HINGE COVER,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3114726,ASM NON WOVEN BACK 40 DAMPENER,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2780890,ASM NON WOVEN BACK 60 ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2684648,ASM NON WOVEN CUSHION 60 ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2684646,ASM NON WOVEN CUSHION 40 ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2684615,ASM NON WOVEN BACK 40 ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2682857,ASM NON WOVEN BACK ISOFIX 60,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2667118,ASM NON WOVEN BACK LOWER ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2667113,ASM NON WOVEN CUSHION ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3898517,FSB NON SAB MESH REDBACK RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3897947,FSB NON SAB MESH LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2206159,FLEECE RSC LONG ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2198339,FSC MANUAL PES FLEECE ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2012407,FSC POWER PES FLEECE ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,1779825,REINFORCEMENT SIDE BOLSTER RECLINER,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2198401,FSB NON SAB MESH RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2057927,FSB NON SAB MESH LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644537,SUPPORTER-RR BACK 60% ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644535,SUPPORTER-RR BACK 40% ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644477,SUPPORTER-FR BACK WITH SAB LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644476,SUPPORTER-FR BACK WITH SAB RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644475,SUPPORTER-FR BACK LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644474,SUPPORTER-FR BACK RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644442,SUPPORTER-FR CUSHION LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2644441,SUPPORTER-FR CUSHION RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20503,CLOTH RR CUSHION UNDER ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20502,CLOTH RR CUSHION UNDER ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20501,CLOTH NO.3 SEAT CUSHION ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20500,CLOTH NO.3 SEAT CUSHION ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20442,BACKING CLOTH+MEGNETIC CARPET,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20441,BACKING CLOTH+MEGNETIC CARPET,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20440,BACKING CLOTH+MEGNETIC CARPET,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS20439,BACKING CLOTH+MEGNETIC CARPET,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AS21210,CLOTH FR SEAT CUSH UNDER ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,4491482-WH,SUPPORTER FR BACK MY20 ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,4189126-WH,MY20 ASSY SUPPORTER FR CUSH POWER WITH MAGNET,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3411182-WH,MY17 SUPPORTER BACK LH CTR HR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3146506-WH,ASSY SUPPORTER CUSHION LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3146453-WH,ASSY SUPPORTER BACK RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3203273,ASSY SUPPORTER CUSH RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3203260,ASSY SUPPORTER BACK RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3145915,ASSY SUPPORTER CUSHION LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,4451427,FELT FSC MAN 6W 800G ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3125180,RSB foam back fabric support LH ENCAP(w/mgnt),,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3125078,RSB foam back fabric support RH ENCAP(w/mgnt),,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2779845,FSC SUPPORTTER MAN RH+ Magnet,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2779844,FSC SUPPORTER MAN LH+ Magnet,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2677544,SUPPORTER RSB LH supporter+Magnet,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2550133,SUPPORTER RSB RH support+Magnet,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2545881,SUPT FOAM CUSHION BENCH RH +Magnet,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2545878,SUPT FOAM BACK BENCH RH+ Magnet,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2522560,SUPPORTER FR BACK+Magnet (4P00 FLEECE),,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3858568,WORSTED CLOTH FR CUSH LH: KQ/AS,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3780265,WORSTED CLOTH FR CUSH LH:KZ/AS,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3780259,WORSTED CLOTH FR CUSH RH:VT/AS,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3777795,WORSTED CLOTH FR CUSH RH:VT/AS,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3770537,WOSTED CLOTH FR BACK LH SAB (US FRM),,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3770493,WOSTED CLOTH FR BACK RH SAB (US FRM),,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3660294,ASM WOSTED CLOTH FR BACK RH SAB,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3660267,ASM WOSTED CLOTH FR BACK LH SAB,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2837121,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2837120,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2836496,INSERT FELT RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2747226,ASM WOSTED CLOTH FR BACK LH SAB,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2747225,ASM WOSTED CLOTH FR BACK RH SAB,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2677444,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2677441,INSERT FELT RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2671889,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2671886,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2671866,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2671794,INSERT FELT RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2671777,INSERT FELT RH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2666382,WORSTED CLOTH FR CUSH LH:KH/DR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2576775,WORSTED CLOTH FR CUSH LH:KJ/AS,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2576723,ASM WOSTED CLOTH FR BACK LH SAB,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2576719,ASM WOSTED CLOTH FR BACK ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2677447,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2677446,INSERT FELT LH ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,AG160223-A,FELT ADHESIVE TAPE 55X25X2.5,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3566268,SEAT OPERATIONAL LABEL ,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2703306-IND,BOARD ASSY 3RD CUSH RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2703301-IND,BOARD ASSY 3RD CUSH LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2703277-IND,BOARD BACK RH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,2703273-IND,BOARD BACK LH,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,3195958,REINFORCEMENT4*220*450MM,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134232-5A,PATTERN INSERT CER RC 60,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134231-5A,PATTERN INSERT UPR RC 60,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134230-5A,PATTERN INSERT CER RC 40,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134229-5A,PATTERN INSERT UPR RC 40,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134228-5A,PATTERN INSERT RB 60%,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134226-5A,PATTERN INSERT RB 40%,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134225-5A,PATTERN INSERT FRONT FC,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134224-5A,PATTERN INSERT CENTER FC,,,,,Batman,24/09/2020
AD-MR-IB,Draft,NSG,5134223-5A,PATTERN INSERT FB,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2573658,ASM HR ROD 3D ROW,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2571762,HR ROD 2ND ROW CTR ASM,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,2571758,HR ROD 2ND ROW OB ASM,,,,,Batman,24/09/2020
AD-MR-IB,Draft,AUN,1903977,FRAME ASM BACK,,,,,Batman,24/09/2020
